,paragraph,split_paragraph
458,"Also common is a related clause finally or ensure that is executed whether an exception occurred or not, typically to release resources acquired within the body of the exception-handling block. Notably, C++ does not provide this construct, recommending instead the Resource Acquisition Is Initialization RAII technique which frees resources using destructors.24 According to a 2008 paper by Westley Weimer and George Necula, the syntax of the try...finally blocks in Java is a contributing factor to software defects. When a method needs to handle the acquisition and release of 3–5 resources, programmers are apparently unwilling to nest enough blocks due to readability concerns, even when this would be a correct solution. It is possible to use a single try...finally block even when dealing with multiple resources, but that requires a correct use of sentinel values, which is another common source of bugs for this type of problem.25: 8:6–8:7","['common', 'related', 'clause', 'finally', 'ensure', 'execute', 'exception', 'occur', 'typically', 'release', 'resource', 'acquire', 'body', 'exception', 'handling', 'block', 'notably', 'c++', 'provide', 'construct', 'recommend', 'instead', 'resource', 'acquisition', 'initialization', 'raii', 'technique', 'free', 'resource', 'destructors', 'accord', '2008', 'paper', 'westley', 'weimer', 'george', 'necula', 'syntax', 'try', 'finally', 'block', 'java', 'contribute', 'factor', 'software', 'defect', 'method', 'need', 'handle', 'acquisition', 'release', '3–5', 'resource', 'programmer', 'apparently', 'unwilling', 'nest', 'block', 'readability', 'concern', 'correct', 'solution', 'possible', 'use', 'single', 'try', 'finally', 'block', 'deal', 'multiple', 'resource', 'require', 'correct', 'use', 'sentinel', 'value', 'common', 'source', 'bug', 'type', 'problem', '8–8']"
459,Python and Ruby also permit a clause else that is used in case no exception occurred before the end of the handler's scope was reached.,"['python', 'ruby', 'permit', 'clause', 'case', 'exception', 'occur', 'end', 'handler', 'scope', 'reach']"
460,"In its whole, exception handling code might look like this in Java-like pseudocode:","['exception', 'handling', 'code', 'look', 'like', 'java', 'like', 'pseudocode']"
461,"C does not have try-catch exception handling, but uses return codes for error checking. The setjmp and longjmp standard library functions can be used to implement try-catch handling via macros.26","['try', 'catch', 'exception', 'handling', 'use', 'return', 'code', 'error', 'checking', 'setjmp', 'longjmp', 'standard', 'library', 'function', 'implement', 'try', 'catch', 'handling', 'macros']"
462,Perl 5 uses die for throw and eval if $@ for try-catch. It has CPAN modules that offer try-catch semantics.27,"['perl', 'use', 'die', 'throw', 'eval', 'try', 'catch', 'cpan', 'module', 'offer', 'try', 'catch', 'semantics']"
463,"When an exception is thrown, the program searches back through the stack of function calls until an exception handler is found. Some languages call for unwinding the stack as this search progresses. That is, if function .mw-parser-output .monospacedfont-family:monospace,monospacef, containing a handler H for exception E, calls function g, which in turn calls function h, and an exception E occurs in h, then functions h and g may be terminated, and H in f will handle E. This is said to be termination semantics. Alternately, the exception handling mechanisms may not unwind the stack on entrynote 1 to an exception handler, giving the exception handler the option to restart the computation, resume or unwind. This allows the program to continue the computation at exactly the same place where the error occurred for example when a previously missing file has become available or to implement notifications, logging, queries and fluid variables on top of the exception handling mechanism as done in Smalltalk. Allowing the computation to resume where it left off is termed resumption semantics.","['exception', 'throw', 'program', 'search', 'stack', 'function', 'call', 'exception', 'handler', 'find', 'language', 'unwind', 'stack', 'search', 'progress', 'function', '.mw', 'parser', 'output', '.monospacedfont', 'family', 'monospace', 'monospacef', 'contain', 'handler', 'exception', 'call', 'function', 'turn', 'call', 'function', 'exception', 'occur', 'function', 'terminate', 'handle', 'say', 'termination', 'semantic', 'alternately', 'exception', 'handling', 'mechanism', 'unwind', 'stack', 'entrynote', 'exception', 'handler', 'give', 'exception', 'handler', 'option', 'restart', 'computation', 'resume', 'unwind', 'allow', 'program', 'continue', 'computation', 'exactly', 'place', 'error', 'occur', 'example', 'previously', 'miss', 'file', 'available', 'implement', 'notification', 'log', 'query', 'fluid', 'variable', 'exception', 'handling', 'mechanism', 'smalltalk', 'allow', 'computation', 'resume', 'leave', 'term', 'resumption', 'semantic']"
464,There are theoretical and design arguments in favor of either decision. C++ standardization discussions in 1989–1991 resulted in a definitive decision to use termination semantics in C++.28 Bjarne Stroustrup cites a presentation by Jim Mitchell as a key data point:,"['theoretical', 'design', 'argument', 'favor', 'decision', 'c++', 'standardization', 'discussion', '1989–1991', 'result', 'definitive', 'decision', 'use', 'termination', 'semantic', 'c++', 'bjarne', 'stroustrup', 'cite', 'presentation', 'jim', 'mitchell', 'key', 'datum', 'point']"
465,Jim had used exception handling in half a dozen languages over a period of 20 years and was an early proponent of resumption semantics as one of the main designers and implementers of Xerox's Cedar/Mesa system. His message was,"['jim', 'exception', 'handle', 'half', 'dozen', 'language', 'period', 'year', 'early', 'proponent', 'resumption', 'semantic', 'main', 'designer', 'implementer', 'xerox', 'cedar', 'mesa', 'system', 'message']"
466,"He backed this statement with experience from several operating systems. The key example was Cedar/Mesa: It was written by people who liked and used resumption, but after ten years of use, there was only one use of resumption left in the half million line system – and that was a context inquiry. Because resumption wasn't actually necessary for such a context inquiry, they removed it and found a significant speed increase in that part of the system. In each and every case where resumption had been used it had – over the ten years – become a problem and a more appropriate design had replaced it. Basically, every use of resumption had represented a failure to keep separate levels of abstraction disjoint.16","['back', 'statement', 'experience', 'operating', 'system', 'key', 'example', 'cedar', 'mesa', 'write', 'people', 'like', 'resumption', 'year', 'use', 'use', 'resumption', 'leave', 'half', 'million', 'line', 'system', 'context', 'inquiry', 'resumption', 'actually', 'necessary', 'context', 'inquiry', 'remove', 'find', 'significant', 'speed', 'increase', 'system', 'case', 'resumption', 'year', 'problem', 'appropriate', 'design', 'replace', 'basically', 'use', 'resumption', 'represent', 'failure', 'separate', 'level', 'abstraction', 'disjoint']"
467,"Exception-handling languages with resumption include Common Lisp with its Condition System, PL/I, Dylan, R,29 and Smalltalk. However, the majority of newer programming languages follow C++ and use termination semantics.","['exception', 'handling', 'language', 'resumption', 'include', 'common', 'lisp', 'condition', 'system', 'dylan', 'r', 'smalltalk', 'majority', 'new', 'programming', 'language', 'follow', 'c++', 'use', 'termination', 'semantic']"
468,"The implementation of exception handling in programming languages typically involves a fair amount of support from both a code generator and the runtime system accompanying a compiler. It was the addition of exception handling to C++ that ended the useful lifetime of the original C++ compiler, Cfront.30 Two schemes are most common. The first, .mw-parser-output .vanchor>:target~.vanchor-textbackground-color:#b1d2ffdynamic registration, generates code that continually updates structures about the program state in terms of exception handling.31 Typically, this adds a new element to the stack frame layout that knows what handlers are available for the function or method associated with that frame; if an exception is thrown, a pointer in the layout directs the runtime to the appropriate handler code. This approach is compact in terms of space, but adds execution overhead on frame entry and exit. It was commonly used in many Ada implementations, for example, where complex generation and runtime support was already needed for many other language features. Microsoft's 32-bit Structured Exception Handling SEH uses this approach with a separate exception stack.32 Dynamic registration, being fairly straightforward to define, is amenable to proof of correctness.33","['implementation', 'exception', 'handling', 'programming', 'language', 'typically', 'involve', 'fair', 'support', 'code', 'generator', 'runtime', 'system', 'accompany', 'compiler', 'addition', 'exception', 'handle', 'c++', 'end', 'useful', 'lifetime', 'original', 'c++', 'compiler', 'cfront', 'scheme', 'common', '.mw', 'parser', 'output', '.vanchor>:target~.vanchor', 'textbackground', 'color:#b1d2ffdynamic', 'registration', 'generate', 'code', 'continually', 'update', 'structure', 'program', 'state', 'term', 'exception', 'handling', 'typically', 'add', 'new', 'element', 'stack', 'frame', 'layout', 'know', 'handler', 'available', 'function', 'method', 'associate', 'frame', 'exception', 'throw', 'pointer', 'layout', 'direct', 'runtime', 'appropriate', 'handler', 'code', 'approach', 'compact', 'term', 'space', 'add', 'execution', 'overhead', 'frame', 'entry', 'exit', 'commonly', 'ada', 'implementation', 'example', 'complex', 'generation', 'runtime', 'support', 'need', 'language', 'feature', 'microsoft', 'bit', 'structured', 'exception', 'handle', 'seh', 'use', 'approach', 'separate', 'exception', 'stack', 'dynamic', 'registration', 'fairly', 'straightforward', 'define', 'amenable', 'proof', 'correctness']"
